title,seniority,location,tech_stack,company_size,years_experience,salary
QA Engineer,Mid,Germany,C++,Startup,2,54000.48
DevOps,Principal,New York,Java,Mid-Size,24,460587.6
HR,Mid,Germany,Javascript,Startup,17,68620.69
DevOps,Principal,New York,Rust,Big Tech,21,716657.89
Designer,Junior,Germany,Python,Big Tech,0,66775.56
HR,Junior,Remote,Java,Startup,15,49077.47
Data Scientist,Junior,SF,Go,Big Tech,6,152714.87
DevOps,Junior,Remote,Go,Mid-Size,2,75683.47
DevOps,Junior,Germany,Python,Startup,22,48314.28
Data Scientist,Junior,SF,Rust,Startup,3,86674.27
HR,Mid,SF,Java,Mid-Size,8,118499.3
Data Scientist,Lead,London,Python,Big Tech,4,248478.62
DevOps,Principal,Remote,Rust,Mid-Size,18,420250.43
Data Scientist,Junior,London,Java,Mid-Size,14,84289.06
DevOps,Mid,SF,Go,Big Tech,7,243054.44
DevOps,Mid,New York,Java,Mid-Size,5,126891.62
Designer,Mid,SF,C++,Big Tech,17,239679.14
Software Engineer,Lead,London,Javascript,Big Tech,18,316270.47
DevOps,Principal,Remote,Java,Mid-Size,23,389062.92
HR,Lead,Germany,Javascript,Big Tech,14,211969.03
Product Manager,Senior,Germany,Java,Mid-Size,25,157794.81
QA Engineer,Mid,Remote,Javascript,Big Tech,6,127925.77
Sales,Senior,Germany,C++,Startup,9,104000.92
Software Engineer,Junior,Germany,Go,Big Tech,5,93914.0
Software Engineer,Junior,London,Rust,Big Tech,13,132967.42
Software Engineer,Lead,Remote,Javascript,Mid-Size,16,242619.02
Designer,Principal,India,C++,Big Tech,8,95709.77
DevOps,Senior,New York,Javascript,Startup,18,188465.23
Designer,Principal,New York,Go,Startup,4,249047.39
DevOps,Lead,Germany,Javascript,Big Tech,22,302647.32
HR,Junior,New York,C++,Big Tech,6,110490.09
Designer,Principal,Remote,C++,Startup,18,244457.5
Designer,Principal,Remote,Python,Mid-Size,19,279487.08
QA Engineer,Junior,SF,Go,Startup,25,85693.25
Product Manager,Senior,SF,Python,Startup,6,189920.68
Designer,Junior,New York,Go,Big Tech,23,148263.57
QA Engineer,Principal,India,Javascript,Big Tech,1,75114.59
Data Scientist,Senior,SF,C++,Startup,24,211268.16
Product Manager,Senior,SF,Python,Mid-Size,22,290265.03
HR,Junior,Remote,Javascript,Startup,15,49361.4
Designer,Principal,India,C++,Startup,12,58078.0
Sales,Lead,Germany,Go,Mid-Size,7,195189.19
Software Engineer,Principal,New York,C++,Startup,5,267251.34
Data Scientist,Mid,SF,Javascript,Startup,5,115671.54
Data Scientist,Lead,India,Python,Big Tech,8,64660.31
HR,Senior,India,Python,Mid-Size,3,27487.67
QA Engineer,Lead,New York,C++,Big Tech,10,355574.13
Data Scientist,Senior,India,Javascript,Big Tech,4,54487.11
Product Manager,Senior,India,Java,Mid-Size,24,51233.06
Designer,Lead,India,Go,Mid-Size,16,57301.54
Designer,Senior,SF,Go,Startup,19,208002.87
Sales,Senior,New York,Javascript,Big Tech,6,241188.92
HR,Mid,India,Java,Mid-Size,14,25973.89
Software Engineer,Principal,India,Python,Big Tech,24,107129.92
QA Engineer,Principal,SF,Rust,Big Tech,14,596753.15
Software Engineer,Mid,New York,Rust,Mid-Size,13,178081.46
Data Scientist,Lead,Remote,Javascript,Startup,12,183335.01
HR,Junior,SF,Java,Big Tech,10,116782.97
Sales,Junior,New York,Java,Mid-Size,12,103340.29
Software Engineer,Junior,India,Go,Startup,25,18095.62
Product Manager,Mid,New York,Python,Big Tech,21,224782.4
Designer,Mid,New York,C++,Mid-Size,23,156925.66
Data Scientist,Senior,Germany,Java,Big Tech,8,177112.94
Sales,Junior,New York,C++,Mid-Size,9,94445.57
Software Engineer,Lead,Remote,Rust,Mid-Size,3,209217.59
QA Engineer,Lead,New York,C++,Big Tech,16,364713.67
Product Manager,Junior,Remote,Python,Big Tech,13,113647.48
Product Manager,Junior,India,Python,Mid-Size,23,24683.69
Software Engineer,Junior,Remote,C++,Startup,17,71600.77
Designer,Mid,India,Javascript,Big Tech,10,39538.24
Software Engineer,Mid,India,Java,Mid-Size,15,33307.55
Data Scientist,Mid,Remote,Javascript,Mid-Size,0,92631.52
Software Engineer,Principal,SF,C++,Startup,6,305785.49
Product Manager,Lead,London,Java,Startup,9,165252.97
Sales,Lead,New York,Go,Startup,8,246834.43
Software Engineer,Senior,Germany,Javascript,Big Tech,24,207638.49
Designer,Mid,London,Javascript,Mid-Size,2,86743.38
HR,Principal,New York,C++,Mid-Size,21,388769.59
Sales,Principal,New York,Rust,Mid-Size,22,481726.65
QA Engineer,Lead,India,C++,Startup,13,36673.19
DevOps,Mid,New York,Javascript,Mid-Size,25,171182.35
Software Engineer,Senior,Germany,Java,Big Tech,24,210379.66
Designer,Mid,New York,Rust,Startup,14,135274.12
Sales,Junior,Remote,C++,Startup,1,46279.11
Designer,Mid,London,C++,Startup,23,79710.63
QA Engineer,Junior,Remote,Javascript,Startup,13,55793.74
Product Manager,Junior,Germany,Javascript,Big Tech,15,104822.7
Designer,Senior,New York,Go,Mid-Size,6,180132.76
Sales,Lead,Germany,C++,Big Tech,3,215546.63
Designer,Mid,India,Javascript,Mid-Size,17,29059.84
Designer,Junior,Remote,Python,Big Tech,23,97758.49
Designer,Mid,Remote,Rust,Startup,4,77494.66
Data Scientist,Lead,SF,Python,Startup,5,222626.93
Data Scientist,Lead,New York,Rust,Big Tech,6,432156.15
Product Manager,Principal,India,C++,Big Tech,14,120743.39
Software Engineer,Lead,Remote,Go,Mid-Size,25,290854.83
Designer,Senior,Remote,Javascript,Big Tech,0,171425.75
QA Engineer,Junior,India,Javascript,Big Tech,23,23482.79
Software Engineer,Principal,Germany,Javascript,Mid-Size,3,201126.05
QA Engineer,Senior,Germany,C++,Mid-Size,24,143393.12
Software Engineer,Mid,New York,Rust,Mid-Size,0,130021.77
Product Manager,Junior,SF,Javascript,Big Tech,10,166503.47
Designer,Lead,Remote,Python,Mid-Size,17,237785.25
Designer,Junior,SF,Javascript,Startup,13,72719.54
DevOps,Mid,Germany,C++,Startup,21,85030.94
QA Engineer,Principal,Germany,Go,Startup,10,192534.17
Software Engineer,Principal,London,Python,Big Tech,9,416152.24
Software Engineer,Principal,New York,Javascript,Startup,16,385841.01
HR,Lead,London,Javascript,Big Tech,3,192466.56
HR,Senior,London,Java,Big Tech,23,171492.59
Data Scientist,Senior,London,Rust,Startup,14,153877.43
DevOps,Junior,New York,Python,Mid-Size,25,110217.71
Sales,Lead,New York,Java,Big Tech,15,411121.95
HR,Principal,India,Go,Startup,20,59052.21
Sales,Principal,SF,Rust,Big Tech,12,638851.91
Data Scientist,Mid,SF,Python,Mid-Size,8,157215.25
Data Scientist,Mid,India,Javascript,Mid-Size,10,30159.59
Data Scientist,Principal,India,Python,Startup,10,60689.87
QA Engineer,Principal,Germany,Javascript,Big Tech,5,268635.63
QA Engineer,Lead,London,Rust,Big Tech,0,213640.23
Product Manager,Senior,India,Javascript,Big Tech,21,71739.29
Product Manager,Mid,Remote,Go,Big Tech,5,173250.57
Data Scientist,Senior,SF,C++,Startup,12,199105.56
DevOps,Lead,India,Javascript,Mid-Size,21,58293.0
Software Engineer,Principal,Remote,Go,Startup,23,286556.28
QA Engineer,Senior,Remote,C++,Big Tech,21,222096.28
DevOps,Principal,Remote,Rust,Big Tech,4,400404.58
Designer,Principal,Germany,Rust,Mid-Size,14,290534.97
QA Engineer,Junior,Germany,Python,Big Tech,17,86684.73
QA Engineer,Senior,Remote,Go,Startup,19,137753.88
Product Manager,Senior,Germany,Go,Startup,13,148444.15
Software Engineer,Principal,London,Java,Mid-Size,14,329114.55
Software Engineer,Lead,Remote,Java,Startup,25,173379.69
HR,Junior,London,C++,Startup,4,38797.61
Sales,Principal,London,C++,Startup,25,253988.19
Sales,Mid,Remote,Java,Startup,3,72792.19
Sales,Mid,SF,C++,Big Tech,1,168243.87
Sales,Junior,Remote,Javascript,Startup,6,45706.39
Designer,Lead,Remote,Java,Mid-Size,9,187261.25
Designer,Principal,Germany,Go,Mid-Size,15,303629.33
QA Engineer,Senior,Remote,Javascript,Startup,9,101787.11
Data Scientist,Junior,SF,C++,Mid-Size,17,131793.73
Product Manager,Lead,Germany,Rust,Startup,16,205557.1
Product Manager,Senior,New York,Python,Mid-Size,20,259049.44
Sales,Mid,New York,Java,Mid-Size,12,152932.32
QA Engineer,Mid,London,Rust,Startup,0,64828.75
HR,Senior,London,C++,Startup,0,73595.42
DevOps,Junior,SF,Go,Big Tech,14,184292.92
Data Scientist,Mid,India,Python,Startup,0,18362.08
QA Engineer,Principal,New York,Rust,Startup,5,263531.46
Data Scientist,Senior,London,Python,Big Tech,24,246577.82
Data Scientist,Senior,New York,Java,Startup,25,186632.59
Data Scientist,Mid,SF,C++,Startup,12,148624.19
QA Engineer,Junior,SF,Go,Big Tech,0,113263.4
Sales,Principal,India,C++,Startup,4,51402.2
Product Manager,Junior,India,Python,Startup,8,16282.73
Product Manager,Lead,Germany,Rust,Big Tech,24,373229.61
Sales,Lead,SF,Java,Big Tech,16,475266.59
Data Scientist,Mid,London,Java,Mid-Size,15,122046.33
DevOps,Mid,New York,C++,Startup,7,131514.22
Software Engineer,Mid,Remote,Rust,Mid-Size,16,136953.88
QA Engineer,Lead,India,Rust,Mid-Size,14,63789.07
Software Engineer,Junior,Remote,Python,Big Tech,23,109805.45
HR,Junior,London,C++,Startup,0,35786.22
Sales,Mid,India,C++,Startup,11,22408.43
DevOps,Principal,Remote,Javascript,Big Tech,4,364507.17
QA Engineer,Junior,London,C++,Mid-Size,23,71530.31
Sales,Lead,New York,Java,Big Tech,5,312659.51
Data Scientist,Senior,London,Python,Startup,24,127751.33
Product Manager,Senior,Germany,Rust,Big Tech,0,188341.01
Software Engineer,Senior,India,C++,Startup,24,38679.61
Designer,Principal,SF,Python,Mid-Size,0,298559.22
Designer,Mid,New York,C++,Startup,9,110268.26
DevOps,Lead,Remote,Rust,Mid-Size,9,249676.02
Data Scientist,Principal,India,Go,Mid-Size,2,71868.64
HR,Lead,SF,Rust,Startup,16,235125.3
Software Engineer,Lead,London,Rust,Startup,18,212129.46
Data Scientist,Mid,SF,Rust,Mid-Size,10,199854.94
Software Engineer,Senior,India,C++,Big Tech,17,67162.03
DevOps,Mid,India,Javascript,Startup,1,19614.64
DevOps,Principal,Germany,Rust,Mid-Size,8,304891.29
HR,Principal,Germany,Java,Mid-Size,23,226742.83
Designer,Principal,SF,Java,Big Tech,16,585026.77
Data Scientist,Mid,London,Python,Startup,13,96632.22
QA Engineer,Lead,SF,Javascript,Mid-Size,3,205082.81
Designer,Lead,India,Python,Big Tech,16,73361.44
Data Scientist,Junior,India,Java,Mid-Size,16,22049.25
Designer,Principal,Remote,Java,Startup,11,206954.51
QA Engineer,Lead,Germany,Go,Big Tech,19,266028.31
Product Manager,Junior,Remote,Rust,Mid-Size,17,100068.63
Product Manager,Lead,New York,Java,Big Tech,2,321595.32
HR,Principal,India,C++,Startup,10,49304.25
Product Manager,Senior,Remote,C++,Big Tech,24,296583.23
Product Manager,Principal,SF,Python,Startup,17,381341.17
Sales,Mid,Germany,Python,Mid-Size,3,75410.51
Software Engineer,Lead,Germany,Rust,Startup,16,167458.17
Sales,Lead,London,Rust,Mid-Size,17,253794.11
Sales,Mid,SF,Go,Mid-Size,4,167026.94
HR,Mid,London,Javascript,Startup,13,74053.95
Sales,Senior,Remote,Python,Mid-Size,9,167046.14
Product Manager,Lead,New York,Rust,Big Tech,14,500700.79
QA Engineer,Lead,SF,Python,Mid-Size,0,201552.2
HR,Senior,SF,Rust,Startup,15,184766.9
HR,Junior,SF,Java,Big Tech,10,109685.33
DevOps,Senior,London,Python,Big Tech,22,237017.86
HR,Principal,Remote,Java,Mid-Size,19,281460.74
DevOps,Lead,SF,Python,Mid-Size,5,291098.38
HR,Mid,SF,Javascript,Startup,23,100732.63
Software Engineer,Principal,Germany,Go,Big Tech,21,407239.18
Product Manager,Lead,New York,C++,Startup,15,285938.96
HR,Senior,Germany,C++,Mid-Size,1,85788.95
Product Manager,Principal,Germany,C++,Big Tech,0,328144.83
Product Manager,Lead,New York,Java,Startup,23,248451.89
Designer,Junior,Remote,Rust,Startup,23,68618.7
HR,Junior,Germany,C++,Startup,8,37765.18
Data Scientist,Mid,Remote,Javascript,Startup,21,112197.67
Designer,Lead,Germany,C++,Startup,11,138951.0
Data Scientist,Junior,India,Python,Big Tech,16,30611.51
Product Manager,Senior,New York,Java,Startup,24,187650.25
Product Manager,Lead,Germany,Python,Big Tech,14,298412.02
Designer,Senior,India,Python,Startup,18,30547.5
Designer,Senior,London,Python,Mid-Size,21,169584.31
Data Scientist,Junior,India,Go,Mid-Size,9,23463.6
DevOps,Lead,SF,Go,Startup,25,309959.4
Data Scientist,Principal,Germany,Rust,Mid-Size,11,336344.19
Designer,Junior,India,Java,Big Tech,13,26128.97
QA Engineer,Junior,Remote,Javascript,Startup,8,44134.91
Designer,Lead,London,Javascript,Big Tech,12,294206.25
QA Engineer,Lead,Germany,Javascript,Startup,2,93361.72
Software Engineer,Senior,SF,Python,Mid-Size,20,254310.73
Designer,Lead,India,Go,Big Tech,13,88863.17
Software Engineer,Senior,London,Java,Mid-Size,20,189624.84
DevOps,Junior,Germany,Python,Mid-Size,9,70749.09
Data Scientist,Mid,London,Go,Startup,15,105667.78
QA Engineer,Principal,SF,Go,Big Tech,6,526546.49
Data Scientist,Junior,India,C++,Mid-Size,3,18176.36
Software Engineer,Lead,London,C++,Startup,19,179855.57
QA Engineer,Principal,London,Java,Startup,22,190974.83
Data Scientist,Mid,New York,Java,Startup,24,137119.73
Designer,Mid,London,Java,Mid-Size,10,100708.18
Product Manager,Senior,New York,Python,Startup,15,188146.33
Software Engineer,Principal,India,Rust,Big Tech,19,127160.23
Data Scientist,Senior,Germany,Java,Big Tech,3,173034.37
Software Engineer,Junior,Germany,C++,Mid-Size,21,69711.2
Sales,Principal,India,Rust,Big Tech,21,129330.94
Software Engineer,Junior,India,Python,Startup,22,15934.85
QA Engineer,Senior,Remote,Rust,Mid-Size,16,191832.2
Sales,Principal,India,Javascript,Startup,12,58365.54
HR,Senior,London,Rust,Mid-Size,10,139690.97
QA Engineer,Principal,Germany,Java,Mid-Size,2,172795.95
Product Manager,Senior,SF,Python,Startup,8,182548.8
Sales,Mid,Germany,Java,Big Tech,5,111220.68
HR,Senior,New York,C++,Big Tech,21,260694.46
Designer,Mid,Germany,Javascript,Mid-Size,20,97009.21
Software Engineer,Senior,Remote,C++,Startup,10,129143.83
Data Scientist,Principal,India,Java,Startup,15,66990.79
DevOps,Principal,India,Java,Mid-Size,18,85903.94
Software Engineer,Principal,Germany,Java,Big Tech,4,318190.39
HR,Lead,SF,Go,Startup,13,224726.55
Software Engineer,Junior,SF,Javascript,Big Tech,16,168652.39
Product Manager,Principal,Remote,Java,Big Tech,2,390105.33
Designer,Mid,New York,Java,Mid-Size,3,115887.96
DevOps,Principal,Germany,C++,Mid-Size,15,311604.39
Sales,Lead,India,C++,Big Tech,15,74038.72
Sales,Mid,Germany,Java,Startup,20,81702.06
Sales,Lead,Remote,Python,Startup,25,163802.86
HR,Mid,London,Go,Mid-Size,24,110623.59
QA Engineer,Senior,London,C++,Big Tech,3,164982.4
QA Engineer,Junior,Remote,Python,Startup,18,53058.65
Data Scientist,Junior,India,Go,Startup,25,20306.22
DevOps,Lead,Remote,Java,Mid-Size,16,234638.97
Sales,Junior,India,Javascript,Big Tech,12,28431.25
QA Engineer,Lead,SF,Rust,Startup,25,252479.56
HR,Lead,Remote,Rust,Mid-Size,21,216262.19
Data Scientist,Lead,India,Java,Startup,22,46305.15
Designer,Junior,Remote,C++,Startup,25,52936.08
Data Scientist,Lead,Remote,Python,Startup,23,179476.0
QA Engineer,Junior,India,Javascript,Mid-Size,0,12524.39
Product Manager,Lead,India,Go,Big Tech,11,97380.54
HR,Principal,New York,Java,Mid-Size,3,289198.34
Product Manager,Lead,Remote,Javascript,Big Tech,10,361619.6
Sales,Mid,London,Javascript,Startup,4,69157.83
Product Manager,Lead,Remote,C++,Big Tech,1,275831.5
Sales,Senior,Remote,Go,Startup,16,145470.03
Sales,Lead,India,Javascript,Startup,7,33498.22
QA Engineer,Mid,Remote,C++,Mid-Size,5,89575.81
Product Manager,Mid,Germany,Python,Startup,20,87449.62
Sales,Junior,Remote,C++,Mid-Size,8,77833.4
DevOps,Principal,Germany,Python,Big Tech,12,403486.71
Designer,Lead,London,Python,Big Tech,10,257914.94
Data Scientist,Junior,India,Javascript,Startup,15,16057.25
Data Scientist,Principal,Remote,C++,Mid-Size,15,333727.23
QA Engineer,Lead,Germany,Python,Startup,1,85765.28
Product Manager,Senior,Germany,Go,Mid-Size,9,162756.14
Product Manager,Lead,Germany,Javascript,Mid-Size,11,208316.94
Sales,Mid,SF,C++,Mid-Size,7,159637.51
HR,Mid,New York,C++,Big Tech,10,180821.44
Software Engineer,Senior,London,Rust,Mid-Size,9,187529.95
Sales,Junior,Remote,C++,Big Tech,12,107054.55
Designer,Principal,SF,Javascript,Mid-Size,24,447581.76
DevOps,Lead,Remote,Go,Big Tech,16,369908.39
Data Scientist,Mid,Remote,C++,Big Tech,6,164810.02
Sales,Junior,India,Rust,Big Tech,23,28379.09
Software Engineer,Senior,India,Javascript,Startup,2,24316.82
Software Engineer,Mid,India,Python,Mid-Size,19,34102.87
Sales,Senior,SF,Java,Startup,12,174560.61
QA Engineer,Lead,Remote,Java,Mid-Size,18,195411.99
Data Scientist,Principal,New York,Python,Mid-Size,6,407882.56
QA Engineer,Mid,London,C++,Startup,8,75286.81
DevOps,Mid,India,Java,Big Tech,18,43683.92
Software Engineer,Lead,India,Java,Mid-Size,12,58604.76
Software Engineer,Junior,Remote,Python,Big Tech,21,114176.27
Designer,Principal,Remote,C++,Startup,7,176727.16
DevOps,Mid,SF,C++,Big Tech,21,244225.24
Software Engineer,Principal,SF,Python,Mid-Size,17,492561.82
DevOps,Mid,India,C++,Mid-Size,22,33282.98
Data Scientist,Principal,Remote,C++,Mid-Size,1,279758.05
Product Manager,Senior,New York,Javascript,Startup,17,197762.21
Software Engineer,Mid,London,Javascript,Mid-Size,17,126974.37
Designer,Principal,Remote,Python,Startup,10,196239.28
Data Scientist,Junior,Remote,Go,Big Tech,0,99735.31
Sales,Senior,Germany,Java,Mid-Size,13,145438.0
DevOps,Senior,SF,Javascript,Mid-Size,15,256975.19
Sales,Junior,London,Java,Mid-Size,10,67590.48
QA Engineer,Principal,India,Rust,Big Tech,0,80078.07
Data Scientist,Lead,Remote,Python,Mid-Size,6,217261.37
Sales,Junior,India,Go,Startup,15,17261.59
HR,Principal,Remote,Rust,Big Tech,13,416293.35
HR,Junior,India,Rust,Big Tech,14,25431.91
Software Engineer,Junior,London,C++,Big Tech,13,109881.62
DevOps,Mid,SF,Rust,Big Tech,20,276160.15
Product Manager,Principal,London,Python,Big Tech,10,428740.77
Data Scientist,Lead,Germany,Javascript,Startup,15,164048.18
Software Engineer,Mid,New York,Python,Big Tech,18,228940.37
Designer,Junior,SF,Javascript,Mid-Size,16,99088.07
QA Engineer,Junior,London,Rust,Big Tech,25,100586.06
DevOps,Junior,Germany,Rust,Big Tech,5,92210.89
Data Scientist,Principal,New York,Go,Big Tech,10,659061.71
HR,Principal,Germany,Javascript,Big Tech,16,282489.74
Data Scientist,Mid,Remote,Rust,Big Tech,8,173927.33
Product Manager,Lead,Remote,C++,Startup,17,191884.41
HR,Mid,India,Java,Startup,16,19278.46
Product Manager,Senior,SF,Go,Big Tech,11,412764.62
Designer,Junior,Remote,Python,Startup,22,55388.68
QA Engineer,Junior,Germany,Go,Mid-Size,21,66083.01
Designer,Junior,SF,Java,Big Tech,21,139689.85
Software Engineer,Mid,Remote,Javascript,Mid-Size,4,97953.95
Software Engineer,Mid,India,Python,Mid-Size,10,31640.7
Designer,Junior,London,Python,Big Tech,3,79251.1
QA Engineer,Mid,India,Javascript,Mid-Size,3,20126.32
Designer,Principal,New York,Go,Mid-Size,2,345122.48
QA Engineer,Principal,Remote,Rust,Mid-Size,25,343945.79
QA Engineer,Mid,New York,Go,Big Tech,23,208686.28
Sales,Junior,New York,Java,Big Tech,22,130125.75
HR,Mid,Germany,C++,Mid-Size,24,81881.37
DevOps,Mid,SF,Rust,Big Tech,16,305846.33
QA Engineer,Mid,Germany,Go,Big Tech,6,117984.56
Product Manager,Senior,Remote,C++,Mid-Size,25,213271.97
QA Engineer,Principal,New York,C++,Big Tech,3,397989.09
QA Engineer,Lead,London,Javascript,Startup,22,135001.08
QA Engineer,Lead,New York,Java,Big Tech,12,326245.97
Sales,Senior,London,Java,Startup,11,109184.51
HR,Mid,Germany,Java,Mid-Size,0,63800.98
Sales,Senior,Germany,Rust,Big Tech,20,245190.54
Software Engineer,Senior,SF,Python,Mid-Size,18,255274.49
Sales,Junior,New York,Rust,Mid-Size,20,110247.25
Product Manager,Principal,India,Go,Mid-Size,19,108898.35
Product Manager,Lead,Germany,C++,Mid-Size,17,248435.09
Sales,Mid,Germany,C++,Mid-Size,10,104020.91
HR,Lead,SF,Python,Big Tech,19,359331.85
Designer,Lead,London,Go,Startup,2,131328.26
DevOps,Principal,SF,Python,Big Tech,16,665552.89
HR,Lead,New York,C++,Big Tech,11,353736.41
Sales,Lead,Remote,Rust,Big Tech,9,330531.5
QA Engineer,Senior,Remote,Java,Big Tech,7,177020.26
Data Scientist,Principal,London,C++,Startup,14,258515.68
DevOps,Junior,Germany,Javascript,Big Tech,4,79017.52
DevOps,Mid,London,Java,Mid-Size,3,92645.78
Product Manager,Lead,Germany,C++,Big Tech,25,336757.22
DevOps,Mid,Germany,Rust,Big Tech,20,167709.22
Sales,Junior,Remote,Python,Startup,19,61317.15
QA Engineer,Mid,London,Java,Startup,18,73785.11
QA Engineer,Junior,SF,Rust,Mid-Size,20,112211.06
Software Engineer,Senior,Germany,Go,Big Tech,3,185926.13
QA Engineer,Lead,India,Javascript,Big Tech,14,70137.61
HR,Junior,India,Java,Big Tech,16,22386.04
QA Engineer,Mid,SF,Python,Mid-Size,11,134329.41
Product Manager,Lead,India,Go,Startup,2,42781.97
QA Engineer,Senior,New York,Rust,Mid-Size,9,201758.41
Software Engineer,Lead,Germany,Javascript,Big Tech,14,294186.5
Data Scientist,Junior,SF,Python,Startup,9,82918.6
Sales,Senior,London,Rust,Startup,23,136938.38
Product Manager,Mid,Germany,Rust,Mid-Size,22,148858.95
HR,Senior,SF,Java,Startup,17,158528.07
Data Scientist,Senior,Remote,Java,Startup,0,97784.64
Product Manager,Principal,London,Python,Big Tech,2,344702.05
Designer,Senior,Remote,C++,Big Tech,20,237691.44
DevOps,Senior,Germany,C++,Startup,25,128195.63
Designer,Lead,London,Rust,Startup,11,174155.77
QA Engineer,Mid,India,Java,Mid-Size,0,18491.32
Data Scientist,Lead,SF,Javascript,Mid-Size,2,274179.98
QA Engineer,Lead,Germany,Javascript,Startup,2,86717.89
DevOps,Junior,New York,Rust,Big Tech,4,141308.03
Product Manager,Lead,London,Java,Startup,18,180776.3
DevOps,Principal,London,Python,Startup,24,245650.75
Software Engineer,Principal,Germany,Python,Big Tech,0,273983.42
DevOps,Junior,Germany,Python,Big Tech,3,83284.46
Software Engineer,Mid,Remote,Javascript,Mid-Size,25,118729.55
DevOps,Mid,India,Java,Mid-Size,25,29456.52
Sales,Lead,Remote,Java,Mid-Size,3,166898.31
Software Engineer,Lead,Remote,Javascript,Mid-Size,16,250166.99
Data Scientist,Lead,India,Python,Big Tech,13,76851.33
QA Engineer,Mid,New York,Python,Startup,17,101436.29
HR,Senior,Remote,Rust,Mid-Size,0,124620.67
QA Engineer,Principal,Remote,C++,Mid-Size,21,299003.92
Designer,Senior,London,Go,Big Tech,15,255218.43
QA Engineer,Senior,India,C++,Big Tech,2,37284.73
Product Manager,Mid,SF,Java,Startup,22,143189.81
Sales,Senior,New York,Java,Startup,20,179848.4
DevOps,Junior,New York,Java,Big Tech,8,129375.79
Designer,Lead,India,C++,Mid-Size,22,59136.74
Product Manager,Junior,Germany,Go,Mid-Size,3,69492.65
Product Manager,Principal,Germany,Rust,Mid-Size,20,369126.2
Software Engineer,Lead,London,C++,Startup,4,151450.08
QA Engineer,Senior,London,Go,Mid-Size,10,160310.5
Data Scientist,Principal,India,Python,Mid-Size,20,85592.59
HR,Lead,London,Python,Big Tech,25,251050.45
Data Scientist,Senior,New York,Java,Mid-Size,8,212756.94
Designer,Junior,New York,Javascript,Big Tech,25,134491.49
Sales,Lead,SF,Java,Mid-Size,2,224664.79
Data Scientist,Senior,Germany,Javascript,Startup,5,100217.14
DevOps,Junior,India,Go,Mid-Size,23,26865.37
Data Scientist,Principal,Remote,Python,Mid-Size,10,322706.15
Designer,Principal,Germany,C++,Big Tech,8,340361.17
HR,Principal,Remote,Javascript,Big Tech,14,419007.19
Data Scientist,Principal,SF,Go,Big Tech,22,765700.94
DevOps,Mid,SF,Python,Mid-Size,2,144544.65
Software Engineer,Lead,London,C++,Mid-Size,0,173618.2
Sales,Lead,SF,Javascript,Startup,19,240077.04
Designer,Mid,SF,Java,Mid-Size,21,165014.32
Software Engineer,Senior,Remote,Java,Startup,18,134806.75
Software Engineer,Senior,London,Java,Big Tech,13,224070.59
Software Engineer,Principal,SF,Go,Big Tech,16,674562.63
Product Manager,Junior,Germany,Java,Big Tech,21,104211.88
Sales,Senior,SF,Rust,Startup,13,216628.2
HR,Junior,London,Python,Mid-Size,16,60840.17
QA Engineer,Lead,India,Go,Big Tech,24,79486.12
Sales,Junior,London,C++,Mid-Size,13,78545.44
Product Manager,Lead,Remote,Java,Mid-Size,11,240991.06
QA Engineer,Mid,India,Python,Big Tech,15,32797.23
Sales,Mid,Germany,Javascript,Startup,0,58220.45
Software Engineer,Principal,New York,Java,Mid-Size,12,435292.71
Designer,Senior,London,Python,Big Tech,5,195556.53
QA Engineer,Principal,Remote,Rust,Mid-Size,16,346166.12
DevOps,Lead,Germany,Javascript,Mid-Size,11,215319.95
DevOps,Principal,India,Rust,Mid-Size,22,92558.15
Data Scientist,Junior,Germany,C++,Mid-Size,18,71764.37
QA Engineer,Lead,London,Python,Mid-Size,5,158200.23
Designer,Mid,SF,Rust,Startup,6,108787.49
HR,Senior,London,C++,Startup,0,75154.62
Product Manager,Lead,New York,Python,Big Tech,0,369639.1
Software Engineer,Lead,London,Python,Startup,4,143730.93
Data Scientist,Junior,India,Rust,Startup,5,14891.19
DevOps,Senior,India,Python,Startup,15,31592.2
Product Manager,Mid,London,Java,Mid-Size,24,124955.24
Product Manager,Lead,India,Python,Mid-Size,15,63626.58
Software Engineer,Lead,SF,Go,Big Tech,13,505348.03
HR,Junior,Germany,C++,Big Tech,0,54135.38
HR,Principal,London,Python,Big Tech,12,353804.98
QA Engineer,Mid,SF,Go,Mid-Size,19,166297.11
DevOps,Senior,Germany,Python,Startup,9,114097.65
HR,Lead,Germany,Python,Startup,23,121707.04
Designer,Lead,SF,Rust,Mid-Size,9,327518.72
HR,Mid,Remote,Java,Big Tech,8,119094.2
Product Manager,Principal,London,C++,Big Tech,12,461131.05
Software Engineer,Lead,Germany,Java,Big Tech,2,200590.72
Designer,Mid,Germany,Javascript,Mid-Size,17,93573.07
QA Engineer,Junior,India,Rust,Big Tech,19,30572.78
DevOps,Principal,Germany,Rust,Big Tech,1,343832.1
QA Engineer,Senior,SF,Java,Mid-Size,16,216630.17
Product Manager,Lead,Germany,Rust,Startup,18,200396.59
Designer,Mid,Remote,Java,Mid-Size,22,113399.6
Designer,Junior,London,Rust,Mid-Size,12,84732.98
Designer,Senior,London,Python,Mid-Size,12,148351.76
Product Manager,Mid,Germany,Java,Mid-Size,0,82157.16
Product Manager,Mid,New York,Java,Startup,1,94547.77
